"Key","SourceString",""
"FFr_Cell.DisplayName","Cell",""
"FFr_Cell.Text","Manfred wakes up in a padded cell without any memory how he got there. With him is Dr. Artie Cee, who is absolutely convinced that Manfred is insane and needs professional help. But will Manfred cooperate?",""
"FFr_Corridor.DisplayName","Corridor",""
"FFr_Corridor.Text","Manfred managed to escape his cell, but he's still inside the mental home. In the corridor he has to choose whether he wants to take the direct route through the lobby or if he wants to try his luck in the cellar.",""
"FFr_Cellar.DisplayName","Cellar",""
"FFr_Cellar.Text","A hamster turns out to be the only living being in the cellar. The way back is closed, so Manfred needs to be ""creative"" to escape the looney bin.",""
"FFr_TheEnd.DisplayName","The End",""
"FFr_TheEnd.Text","Manfred managed to escape the sanitarium somehow. Now is judgement day!",""
"FFr_Lobby.DisplayName","Lobby",""
"FFr_Lobby.Text","Depending on Manfred's decision in the cell, he either needs to get past the Guard or Dr. Artie Cee (again).",""
"Dlg_649F8435.DisplayName","Waking Up",""
"Dlg_649F8435.Text","Manfred wakes up in a padded cell without any memory how he got there. With him is Dr. Artie Cee, who is absolutely convinced that Manfred is insane and needs professional help. But will Manfred cooperate?",""
"Dlg_TheTherapist.DisplayName","The Therapist",""
"Dlg_TheTherapist.Text","Talk to the therapist.",""
"Dlg_TheClosedDoor.DisplayName","The Closed Door",""
"Dlg_TheClosedDoor.Text","Try to open the door.",""
"Dlg_Umbrella.DisplayName","Umbrella",""
"Dlg_Umbrella.Text","Have a closer look at the umbrella.",""
"Dlg_HelpMe.DisplayName","Help me!",""
"Dlg_HelpMe.Text","A mysterious voice is asking Manfred for help. Will Manfred follow this cry for help?",""
"Dlg_EnvironmentComments.DisplayName","Environment Comments",""
"Dlg_EnvironmentComments.Text","All player comments on objects in the environment.",""
"Dlg_Trapped.DisplayName","Trapped",""
"Dlg_Trapped.Text","The door falls shut behind you.",""
"Dlg_TheHamster.DisplayName","The Hamster",""
"Dlg_UpperDrawer.DisplayName","Upper drawer",""
"Dlg_Overflow.DisplayName","Overflow",""
"Dlg_EnvironmentComments_Cellar.DisplayName","Environment Comments",""
"Dlg_BombConstructionManual.DisplayName","Bomb construction manual",""
"Dlg_Locker.DisplayName","Locker",""
"Dlg_Judgement.DisplayName","Judgement",""
"Dlg_Judgement.Text","The final judgement based on the player's choices.",""
"Dlg_ManfredVsDrArtieCee.DisplayName","Manfred vs Dr. Artie Cee",""
"Dlg_ManfredVsDrArtieCee.Text","Find a way past the doctor to get the full taste of freedom again!",""
"Dlg_ManfredVsTheGuard.DisplayName","Manfred vs the Guard",""
"Dlg_ManfredVsTheGuard.Text","Find a way past the guard to get the full taste of freedom again!",""
"Dlg_ItemInteractions_Lobby.DisplayName","Item Interactions",""
"Dlg_EnvironmentComments_Lobby.DisplayName","Environment Comments",""
"Dlg_ItemInteractions.DisplayName","Item Interactions",""
"Dlg_ItemInteractions.Text","General item interaction comments.",""
"DFr_3417D7D7.Text","Ah, you're recovering from the anaesthesia. How are you feeling?",""
"DFr_FE85200B.Text","I'm not sure... I'm a bit dizzy... Is it just me or is the perspective of this room somehow incorrect?",""
"DFr_570BFF47.Text","Just the usual side-effect of the narcotic.",""
"DFr_62812D41.Text","Where am I?",""
"DFr_768FD20A.Text","Interesting. It seems you lost your memory. Well, nothing to worry about.",""
"DFr_E3AC36E6.Text","You are in the ""Lucas Artsington Sanitarium for the mentally disordered"".",""
"DFr_AFFEF7FB.PreviewText","I'm in a looney bin?",""
"DFr_AFFEF7FB.Text","Whoa, wait a second, are you telling me I'm in a looney bin?",""
"DFr_CFD417A4.Text","Well, I would use a different term, but basically yes. You admitted yourself to flee from something you called ""uncontrollable interactivity"".",""
"DFr_B99D1535.Text","But you're in good hands, trust me. With my patented thought organizing therapy we'll have everything under control.",""
"DFr_47A622A4.Text","Okay, you think I'm insane... But you are wrong, doctor! I'm absolutely fine.",""
"DFr_21529E2A.Text","So, would you be so kind to show me the way out?",""
"DFr_F807073D.Text","No offense, but I'm the one who decides who is a maddish lunatic and who is not. And your case definitely needs further investigation before we can confirm a diagnosis.",""
"DFr_C68A3C2A.Text","Oh my dear, you're recovering from the anaesthesia. How are you feeling?",""
"DFr_C68A3C2A.Text.VOAsset","0x01000000000030A4",""
"DFr_E76A8DE7.PreviewText","What happened?",""
"DFr_E76A8DE7.Text","Anaesthesia? What the hell happened?",""
"DFr_E76A8DE7.Text.VOAsset","0x01000000000030BC",""
"DFr_077D21C0.PreviewText","I feel dizzy.",""
"DFr_077D21C0.Text","I'm not sure... I'm a bit dizzy... Is it just me or is the perspective of this room somehow incorrect?",""
"DFr_077D21C0.Text.VOAsset","0x01000000000030BF",""
"DFr_F83B9B96.Text","Interesting. It seems you lost your memory. Well, nothing to worry about.",""
"DFr_F83B9B96.Text.VOAsset","0x01000000000030AA",""
"DFr_2A757012.Text","Just the usual side-effect of the narcotic.",""
"DFr_2A757012.Text.VOAsset","0x01000000000030A7",""
"DFr_E6F6D67C.Text","You are in the ""Lucas Artsington Sanitarium for the Mentally Disordered"".",""
"DFr_E6F6D67C.Text.VOAsset","0x01000000000030AD",""
"DFr_85615A1C.Text","Where am I?",""
"DFr_85615A1C.Text.VOAsset","0x01000000000030C2",""
"DFr_07F8B90E.PreviewText","I'm in a looney bin?",""
"DFr_07F8B90E.Text","Whoa, wait a second, are you telling me I'm in a looney bin?",""
"DFr_07F8B90E.Text.VOAsset","0x01000000000030C5",""
"DFr_DBDEF386.PreviewText","I lost my memory?",""
"DFr_DBDEF386.Text","I lost my memory? That's definitely something I worry about!",""
"DFr_DBDEF386.Text.VOAsset","0x01000000000030C8",""
"DFr_86AB90CE.PreviewText","I'm absolutely sane!",""
"DFr_86AB90CE.Text","Okay, you think I'm insane... But you are wrong, doctor! I'm absolutely fine.",""
"DFr_86AB90CE.Text.VOAsset","0x01000000000030CB",""
"DFr_93D35222.Text","Well, I would use a different term, but basically yes. You admitted yourself to flee from something you called ""uncontrollable interactivity"".",""
"DFr_93D35222.Text.VOAsset","0x01000000000030B0",""
"DFr_7E36A9C4.Text","Nothing we can't fix. Just needs some more sessions full of questions, hypnosis and perhaps a little brain surgery... and soon all your awful memories will return.",""
"DFr_7E36A9C4.Text.VOAsset","0x01000000000030B6",""
"DFr_DECDC4FC.Text","You tried to tame the ""beast of nonlinearity"" with Post-it notes on the wall. At first it seemed to work, but then.... one of your notes fell down and you had a complete breakdown.",""
"DFr_DECDC4FC.Text.VOAsset","0x0000000000000000",""
"DFr_C7E26921.Text","So, would you be so kind to show me the way out?",""
"DFr_C7E26921.Text.VOAsset","0x01000000000030A1",""
"DFr_2D82B578.Text","No offense, but I'm the one who decides who is a maddish lunatic and who is not. And your case definitely needs further investigation before we can confirm a diagnosis.",""
"DFr_2D82B578.Text.VOAsset","0x01000000000030B9",""
"DFr_BF4DF05C.PreviewText","I'm right back.",""
"DFr_BF4DF05C.Text","Wait a moment, I'm right back to explain to you why I'm NOT crazy!",""
"DFr_D477B140.Text","Ok, I have the key. Let's get out of here!",""
"DFr_3C986E7C.PreviewText","Let me convince you!",""
"DFr_3C986E7C.Text","Well, think about it. One is insane, if one does crazy things, right?",""
"DFr_3CE3A7C7.Text","Ah, my favorite weirdo. Do you want to continue the therapy?",""
"DFr_42EBB506.Text","I somehow feel bad... but he was really annoying, right?",""
"DFr_19FC09FB.Text","But you're in good hands, trust me. With my patented thought organizing therapy we'll have everything under control.",""
"DFr_19FC09FB.Text.VOAsset","0x01000000000030B3",""
"DFr_4F1A58AA.Text","To do crazy things you have to be really crazy, right? To diagnose that somebody is crazy, you actually have to see him do crazy things, right?",""
"DFr_4B99DDD8.Text","And even if somebody does something crazy but no one is there to see it, you have to assume that it never happened, right?",""
"DFr_B1D1FCD6.Text","So a high profiled scientist like you has to reason that if I'm not doing anything crazy right now, then I'm neither crazy nor insane, right? And then you have to let me go, right?",""
"DFr_94BFD742.Text","I guess...",""
"DFr_C2E7F261.Text","So, you have to let me go, right?",""
"DFr_C8372D95.Text","Will you stop saying ""right""?",""
"DFr_A79A0E3C.PreviewText","No
",""
"DFr_A79A0E3C.Text","No.",""
"DFr_1C9B7D0D.Text","Ok... I'll leave you now. The door will be open... it's up to you to, if you want to stay and get help or if you want to go and try your luck out there.",""
"DFr_97691CB3.Text","Well... that was easy.",""
"DFr_E2D713E1.Text","In this case... no! It would be irresponsible to let you get in contact with society in your current state of mind.",""
"DFr_1A1ED2B9.Text","[turns around] At least you didn't lose your sense of humor.",""
"DFr_BA3AEDF3.Text","Well, in case you want to go on with the therapy... just start banging on the door like a maniac. [leaves the cell]",""
"DFr_D27CBDAD.Text","Ah, I found a key! But I won't tell where I found it... believe me, you don't wanna know.",""
"DFr_A03A6199.PreviewText","*Search therapist*",""
"DFr_A03A6199.Text","Well... looting time!",""
"DFr_EFE0F58F.Text","I searched him more than enough...",""
"DFr_715BDAA9.Text","Oops... I slipped and dropped the crowbar, but the kind doctor catched it...",""
"DFr_CE137142.Text","No, no, no. I don't want to disturb his slumber.",""
"DFr_B6E69130.Text","...with his head. How lucky.",""
"DFr_C438B0AE.PreviewText","The door is locked. ",""
"DFr_C438B0AE.Text","The door is locked.",""
"DFr_0B985180.PreviewText","Let's see... [inspect door]",""
"DFr_0B985180.Text","I guess I need a magic potion to shrink myself and escape through the keyhole... or I manage to get the key, but that sounds rather ridiculous.",""
"DFr_2A7F31C2.Text","Of course, I could fight my way out armed with nothing but an umbrella... I just don't want to.",""
"DFr_6C6083FC.Text","Interesting. It seems the previous tenant of this cell has replaced the umbrella's hold with a crowbar... I better take that, before somebody gets hurt.",""
"DFr_70EF3FE5.Text","Hey you! Yes, I'm talking to YOU.",""
"DFr_681EE828.Text","Where are you? Wait... you're not in my head, right? Otherwise I would have to reconsider my decision to leave this place...",""
"DFr_3C11FAA9.Text","Don't worry, I'm real! I'm down in the cellar.",""
"DFr_C27F787D.Text","Unfortunately I'm trapped down here... Please, help me out! I'm running out of water and nobody seems to care!",""
"DFr_52056F78.PreviewText","Could be a trap...",""
"DFr_52056F78.Text","I don't know... could be a trap...",""
"DFr_E5F7310F.PreviewText","I'll rescue you!",""
"DFr_E5F7310F.Text","I'll get you out, my fellow inmate! Together we'll escape this nightmare!",""
"DFr_9EAE8C3A.Text","That socks!",""
"DFr_5A7BEF84.Text","I really hope they are just doing radium therapy down there...",""
"DFr_23D0CE3F.Text","This seems to be the shortest way out of here. But what if the front door is under surveillance?",""
"DFr_8575F80E.Text","Somebody down there seems to need my help... but what if it's a trap?",""
"DFr_CE087842.Text","Dr. Mansion is selling his house for a maniac price! Call...",""
"DFr_56CFD22B.Text","An ode to my best friend:

I like you very much
'cause you are gentle to touch
I build you a lair
in which you stand and stare
Sometimes I think it's not fair
that you're just a hamster",""
"DFr_5912A2F1.Text","Nevigo... I guess that's the company that made the pinboard. I should write that down. Maybe I'll need a quality pinboard in the future.",""
"DFr_49A08935.Text","Looks like I need to find another way out.",""
"DFr_7C8A154A.Text","*looks around* Nobody here but this cute little hamster. Could it be that...",""
"DFr_FE8748B3.Text","*stares at you ominously*",""
"DFr_88D22A4D.Text","*You are just about to prepare the detonation as you realize that the explosion will very likely kill the hamster in its nearby cage...*",""
"DFr_5B9FCCF3.PreviewText","*turn to the hamster*",""
"DFr_5B9FCCF3.Text","Ok, my little furry friend...",""
"DFr_28A974CA.PreviewText","I don't trust him.",""
"DFr_28A974CA.Text","I don't know... I simply don't trust that guy. He looks like he's planning something truly evil!",""
"DFr_9C7EF2C9.PreviewText","*stare back*",""
"DFr_9C7EF2C9.Text","*stares back*",""
"DFr_EB39E1F9.PreviewText","It's your fault!",""
"DFr_EB39E1F9.Text","Ok, Mr. Hamster! Spit it out! Did YOU lure me into this trap?!",""
"DFr_B490BE6A.Text","*keeps staring at you*",""
"DFr_F146A6C3.Text","*keeps staring, but you think you saw him blink at you*",""
"DFr_39F9B428.Text","*looks panic-fueled and after a few seconds of hesitation he drops the letter opener.*",""
"DFr_C6890105.Text","*the hamster seems to agree*",""
"DFr_6C4EA058.Text","*looks grateful and hands you the letter opener*",""
"DFr_93F81F2F.Text","*You try to reach the cage, but it's too high* Don't worry, I'll get you out... somehow...",""
"DFr_394ABAA4.PreviewText","",""
"DFr_394ABAA4.Text","*Somehow you manage to open the cage with the broom.*",""
"DFr_56D9430D.Text","Ok, fellow. I put you in my pocket... but no nut-nibbling down there!",""
"DFr_68B2223D.Text","What are you holding there? Is that one of these designer letter openers I've heard so much of?",""
"DFr_E615FB35.Text","*You try to grab the letter opener, but the cage is too high and the hamster seems to hold on to it very tight.*",""
"DFr_B9A7548E.Text","Thank you...",""
"DFr_10A5AB43.Text","The cage is too high. I cannot open it from here.",""
"DFr_25289F3F.Text","I have what I need.",""
"DFr_425E8DD7.Text","*looks grateful*",""
"DFr_6AB1BD5D.Text","A chainsaw, gasoline for chainsaws only... aaaand... aluminium foil!",""
"DFr_0EC2019D.Text","I don't have a chainsaw licence, so the aluminium foil will have to do the trick.",""
"DFr_107F54F6.Text","Nothing.",""
"DFr_C0D213B7.Text","This chunk of metal looks strange... here's a label: ""Handle with care! - Weapon-grade Plutonium!""",""
"DFr_8CB5784C.Text","I think my radiation level is already high enough...",""
"DFr_B6E93F0B.Text","There's some kind of metal-like thing... but I can't reach it through the grid.",""
"DFr_1B5A17C9.Text","Not the best screwdriver, but it worked. I can reach the glowing cylinder.",""
"DFr_7FC38387.Text","That window looks very robust. But I bet it couldn't withstand a good explosion.",""
"DFr_01788986.Text","Nothing.",""
"DFr_02D545F0.Text","There's something in there... let's see... come... out!",""
"DFr_0656B604.Text","I pulled nearly five meters of cable out of the wall... you can never have enough of that stuff!",""
"DFr_F4548992.Text","Perhaps I can use it to senselessly destroy things!",""
"DFr_B75B93A4.Text","This calender seems to be the duty roster.",""
"DFr_2787F0CF.Text","Some dates are especially highlighted, most notably May, 25th... it says ""Don't forget: Towel Day!"" in large red letters.",""
"DFr_E999AB56.Text","Seems to be a really important date for the person working here.",""
"DFr_D2B4CCAF.Text","A complete miniature version of our universe.",""
"DFr_FBBDF9D5.Text","I've seen better ones. This one is still in Stone Age.",""
"DFr_06641B21.Text","Perhaps I could escape through the ventilation pipe!",""
"DFr_53325C87.Text","Well, maybe after several weeks of fasting...",""
"DFr_D38EE8D8.Text","HEY! CAN ANYBODY HEAR ME? I'M TRAPPED DOWN HERE!",""
"DFr_AB5DF4BF.Text","I bet the only person who could hear me is the doctor... who I knocked out unfortunately...",""
"DFr_246F8902.Text","Yay, a Rorschach test!",""
"DFr_2EDF03C7.Text","I see a beautiful butterfly!",""
"DFr_6F93B775.Text","And a mushroom cloud...",""
"DFr_902221C6.Text","A book from my favorite German: ""How I learned to love the bomb"" by Albert Einstein.",""
"DFr_AEACB12C.Text","Here's a complete construction manual for miniature atomic bombs...",""
"DFr_E7F5ABBC.Text","Second: Use cable to wire the whole thing and to create the bomb's detonator.",""
"DFr_E90A3F07.Text","Third: Create the cladding - you can save money here by using off-the-shelf aluminium foil.",""
"DFr_8D1A7482.Text","Hey, a bomb construction kit for kids!",""
"DFr_666EB4ED.Text","It's locked with a combination lock...",""
"DFr_E98F2F40.PreviewText","*try to open the lock*",""
"DFr_E98F2F40.Text","Ok, the lock has four numbers. Let's start with the first...",""
"DFr_4FDD3547.PreviewText","*leave the locker*",""
"DFr_4FDD3547.Text","I have no clue what the combination could be and I'm not very lucky when it comes to gambling.",""
"DFr_6DA9C67D.PreviewText","2",""
"DFr_6DA9C67D.Text","2",""
"DFr_06920BAB.PreviewText","3",""
"DFr_06920BAB.Text","3",""
"DFr_F2F0CDCC.PreviewText","4",""
"DFr_F2F0CDCC.Text","4",""
"DFr_A5CE60FC.PreviewText","5",""
"DFr_A5CE60FC.Text","5",""
"DFr_B7E87B90.PreviewText","6",""
"DFr_B7E87B90.Text","6",""
"DFr_C9D40B8E.PreviewText","7",""
"DFr_C9D40B8E.Text","7",""
"DFr_710412EF.PreviewText","8",""
"DFr_710412EF.Text","8",""
"DFr_F3B810F0.PreviewText","9",""
"DFr_F3B810F0.Text","9",""
"DFr_9D242423.PreviewText","0",""
"DFr_9D242423.Text","0",""
"DFr_AFC16F26.PreviewText","1",""
"DFr_AFC16F26.Text","1",""
"DFr_87E5499D.PreviewText","*try to open the lock*",""
"DFr_87E5499D.Text","Woohoo! It's open!",""
"DFr_FC431B5F.PreviewText","*try to open the lock*",""
"DFr_FC431B5F.Text","Nothing, seems the combination was wrong,.",""
"DFr_3BEB7B36.Text","You, sir, are a good guy! That may have helped you in the game... but don't expect that it will get you anywhere in the real world!",""
"DFr_4A27DF71.Text","What makes a man turn neutral? Lust for gold? Power? Or were you just born with a heart full of neutrality?",""
"DFr_D03D2C9F.Text","You are truly evil, even more evil than people harming innocent animals with microwave radiation! Shame on you!",""
"DFr_7EA1CE48.Text","What are you still doing here?",""
"DFr_3E1D9D45.Text","Hey you! Have you seen my keys? I seem to have lost them...",""
"DFr_0DE3848D.Text","This is the way out, right?",""
"DFr_4FE7EEDE.PreviewText","Lie low!",""
"DFr_4FE7EEDE.Text","No, I did not see any keys. I swear!",""
"DFr_353F7A34.Text","Ok, I will turn around to look at it. But this is the last time! There better be a real Three-headed giraffe this time!",""
"DFr_EE745BA4.PreviewText","Play it cool...",""
"DFr_EE745BA4.Text","Nope, sorry dude...",""
"DFr_4A17BFDC.Text","Look behind you! A three-headed giraffe!",""
"DFr_196B82CE.Text","Wait! Shouldn't you be in a cell?",""
"DFr_5F9A9351.Text","Do you really think I'm that stupid?",""
"DFr_070679BE.Text","No really! Look!",""
"DFr_354E0745.PreviewText","Just visiting!",""
"DFr_354E0745.Text","Me? No, I'm just visiting.",""
"DFr_2DDC39C2.PreviewText","Try a lie!",""
"DFr_2DDC39C2.Text","No, I'm free to go. Dr. Mansion diagnosis says - and I'm quoting here - that I'm not a maniac!",""
"DFr_AC6C3414.Text","I don't really believe you. I think I'm going to get our guard.",""
"DFr_7CDD09B6.Text","Dr. Mansion doesn't work here any more young man. So...",""
"DFr_75A0C9B8.Text","Well, visiting hours are long over young man. So...",""
"DFr_2935ED59.PreviewText","Don't worry, be happy!",""
"DFr_2935ED59.Text","Me? Treatment? No! Im fine, just superfine. I'm smiling, right?",""
"DFr_0A2C46C7.PreviewText","Crowbar! Crowbar!",""
"DFr_0A2C46C7.Text","Treatment? Me? In a second class facility like this? Never! I'm going and I'm going now!",""
"DFr_CFB99958.Text","Oh not this word again! Can't you stop saying it? You may have a compulsion neurosis. I think you need treatment.",""
"DFr_C88B4E45.Text","Second class facility? You are definitely not lucid! This is the finest hospital of the city!",""
"DFr_1DDDA871.Text","Ha! Never! This is the worst place I've ever seen. Who did the decoration? A game designer?",""
"DFr_D4BEAB38.Text","This is an outrage! I'm going to call the guard!",""
"DFr_2205A178.Text","Hey doc! You look hungry. Can I interest you in a tasty banana?",""
"DFr_A0BC16E0.Text","Oh thanks, did you know that the reason bananas are curved has to do with how they grow? Bananas grow in bunches known as 'hands'. As the bananas in a hand grow larger, they eventually curve upwards so that instead of pointing towards the ground, they bend up and point at the sky. This is called 'negative geotropism'. Bananas have this so that they can reach out towards the sun and get more light! Amazing, isn't it?",""
"DFr_99D6DB8B.Text","Uhm, yes really doc. Fascinating story. But they also taste very good. So enjoy your meal!",""
"DFr_29F2674D.Text","Oh yes, thanks young man. [He's eating the banana with three big bites.]",""
"DFr_39BEA97D.Text","Well, interesting taste. But I feel very sleepy now. Did you know that the reason for that... [Sits down && falls asleep.]",""
"DFr_9D824AF2.Text","...is that the banana is full of sleeping pills. Yes doc. I actually knew that. Sleep well! I'm out of here!",""
"DFr_0092C8D0.PreviewText","",""
"DFr_0092C8D0.Text","Oh I'm just visiting. You know... my old nanny. She's, well... 'Spoing' - got more than one screw loose - very sad actually. She played too many bad videogames I fear.",""
"DFr_061A0A5B.Text","Hey, who are you?",""
"DFr_89C7D092.Text","Thanks for the banana. This tastes really good. Just feelin' a little slee...",""
"DFr_4B823652.Text","Didn't see you coming in and visiting ours are over. I don't think you are telling the truth.",""
"DFr_AC0BCAE5.Text","I'm not your friend sir. Step back from the parameter!",""
"DFr_13AEA032.Text","(You hear the guards stomach growling)",""
"DFr_3C4E3F7F.Text","Well, sounds like my friend here is very hungry. I should give him something to eat. Something that lets him enter never-never land. But the crowbar would also do the trick.",""
"DFr_44E6CBD6.Text","I don't know. Mama always says that you shouldn't accept things from strangers. But I'm really hungry.",""
"DFr_AE0031C4.PreviewText","Introduce yourself...",""
"DFr_AE0031C4.Text","Well, that can be solved easily. I'm Manfred. I'm older than I look and I really like kittens. As a friendly gesture I gift you this delicous banana. Enjoy your meal - buddy!",""
"DFr_0DC8C28C.PreviewText","Reason with him.",""
"DFr_0DC8C28C.Text","Oh I'm not really a stranger, I'm Manfred. And I think a man in your position cannot risk to be weakend. Let me gift you this banana so that you may stay strong and vigilant!",""
"DFr_16A2E81A.Text","Ok, I guess you're right. I accept your gift.",""
"DFr_B4B971EB.Text","Oh, somebody is a little bit grumpy. Is it because one of your shoelaces is untied?",""
"DFr_1B1972EF.Text","What? My shoelace is untied? Why didn't you tell me that straightaway?",""
"DFr_128AB6E2.Text","Well, I just realized...",""
"DFr_D06FB1AF.Text","This is a high security risk! It could get me killed! Echo_01 to base. I got a 404 here. I will initiate countermeasures immediately. Stay alert!",""
"DFr_DA2E90F0.Text","Yes, bow down. Perfect head position. Say hello to my good old pal - the crowbar!",""
"DFr_3A8AA4C7.Text","That doesn't make sense yet...",""
"DFr_7F7FADA7.Text","He's gonna be fine. Just a headache when he wakes up. Time to go. Run Manfred, run!",""
"DFr_15A943E8.Text","Oh great, sleeping pills!",""
"DFr_22406A7F.Text","Wow, a banana. This must be my lucky day.",""
"DFr_C931F0D3.Text","That's some kind of advertisement. It says:",""
"DFr_C148C027.Text","Well... primitive paintings. Maybe kids drew them or cats? Hard to tell. Either way, they don't make sense.",""
"DFr_E8BD2F86.Text","It has a biohazard sticker attached. Why? I don't know. I guess for good reasons and that is good enough for me. I won't touch it.",""
"DFr_A95BD732.Text","Just leaflets. I leave-let them alone...",""
"DFr_822770D3.Text","We want you!

You are a good listener?
You look good in white?
You bring your own pen?

Then you have all it takes to be a therapist! Submit your application now!",""
"DFr_E0874EF8.Text","Hey, I remember this phrase. My girlfriend use to say it when I ask her to stroke my monkey. I found it on an island. The monkey, not the girlfriend. She's from... from...",""
"DFr_7BF106D5.Text","Well, let's just say this is a tale for another time!",""
"DFr_BE3600C1.Text","I cannot unlock that.",""
"DFr_82B76009.Text","No, I don't want to destroy that.",""
"DFr_D5639C5B.Text","That has no plug and I don't think it would become any better with electricity.",""
"DFr_47E8B497.Text","Nah, that makes no sense at all!",""
"DFr_9185D792.Text","I don't want to clean that!",""
"DFr_0444F69A.Text","[You knock down the doctor with a single, well aimed hit.]",""
"DFr_9E1CC622.PreviewText","Distract the doctor and steal his key.",""
"DFr_9E1CC622.Text","Hey, look! Right behind you a three-headed giraffe!",""
"DFr_2DFD6AA5.PreviewText","Yes",""
"DFr_2DFD6AA5.Text","Yes.",""
"DFr_EB31984C.PreviewText","",""
"DFr_EB31984C.Text","Ha, it worked! I hoped for something more unconventional... but I won't complain.",""
"DFr_7F891C88.Text","Damn! The door fell shut...",""
"DFr_312E067B.PreviewText","*shrug* I don't care...",""
"DFr_312E067B.Text","*You ignore the hamster's beseeching look and start the countdown. *",""
"DFr_0B6CF64A.PreviewText","*threaten*",""
"DFr_0B6CF64A.Text","Think you're clever, right? I warn you... I know how to use a microwave!",""
"DFr_7AB5D546.PreviewText","*work together*",""
"DFr_7AB5D546.Text","You're right, we have to cooperate to get out of here.",""
"DFr_36D49D5E.Text","Freedom!",""
"DFr_C097A441.Text","First: Enrich the plutonium. A special a-bomb construction kit comes in handy at this point.",""
"DFr_23231BDC.PreviewText","Use the crowbar!",""
"DFr_23231BDC.Text","This is pointless! Sleep well doctor!",""
"DFr_64E10DC9.Text","Well... that was easy. I guess I'm a people person after all...",""
"DFr_21E11067.Text","- Yeah, good idea. Let's draw the good doc a ticket to never-never land. -",""
"DFr_43C0CAA3.Text","He's gonna be fine. Just a headache when he wakes up. Time to go. Run Manfred, run!",""
"DFr_3C77A816.PreviewText","Crowbar! Crowbar!",""
"DFr_3C77A816.Text","Howdy friend!",""
"DFr_7FCFDB25.Text","Hey friend! Sounds like you need something to bite.",""
"DFr_4824DD3B.Text","Here you go!",""
"Itm_BombConstructionKit.DisplayName","Nuke it! A-bomb construction kit",""
"Itm_SleepingPills.DisplayName","Sleeping pills",""
"Itm_WeaponsGradePlutonium.DisplayName","Weapons-grade plutonium",""
"Itm_Key.DisplayName","Key",""
"Itm_Crowbar.DisplayName","Crowbar",""
"Itm_Cable.DisplayName","Cable",""
"Itm_Bomb.DisplayName","Bomb",""
"Itm_Banana.DisplayName","Banana",""
"Itm_AluminiumFoil.DisplayName","Aluminium foil",""
"Itm_EnrichedPlutonium.DisplayName","Enriched plutonium",""
"Itm_Detonator.DisplayName","Detonator",""
"Itm_Hamster.DisplayName","Hamster",""
"Itm_BananaWithSleepingPills.DisplayName","Banana with sleeping pills",""
"Itm_Broom.DisplayName","Broom",""
"Itm_LetterOpener.DisplayName","Letter Opener",""
"Chr_UnknownVoice.DisplayName","Unknown Voice",""
"Chr_Hamster.DisplayName","Hamster",""
"Chr_Guard.DisplayName","Guard",""
"Chr_DrArtieCee.DisplayName","Dr. Artie Cee",""
"Chr_HowILearnedToLoveTheBomb.DisplayName","""How I Learned to Love the Bomb""",""
"Chr_Manfred.DisplayName","Manfred",""
"Chr_Manfred.Text","Manfred is the protagonist and player character. 
He was just a usual game designer and lived a happy life, until he tried to create a game with a truly non-linear storyline. In the end he had a nervous breakdown and admitted himself to a mental home.",""
